titulo,localizacion,moneda,precio,superficie_total,superficie_cubierta,dormitorios,ambientes,expensas,pisos,disposicion,piso,departamentos_x_piso,cocheras,tipo_departamento,antiguedad,con_pileta
Av Pres Gral J A Roca 500,Av Pres Gral J A Roca 500 - Centro,$,8500,,,,,$3.400,,,,,,,60años,
ARENALES 500,ARENALES 500 - Vicente Lopez,$,18000,12m²,38m²,1,,$6.100,,Lateral,,,,,,Si
MENDOZA al 2500,MENDOZA al 2500 - Belgrano,$,24000,4m²,60m²,3,,$3.800,,Frente,,,,,30años,
Don Bosco 3700,"Don Bosco 3700, 7° piso - Almagro",$,9000,38m²,38m²,1,,$2.200,,Interno,,,,Departamento,40años,
Charcas 4900,Charcas 4900 - Villa Insuperable,$,9000,,24m²,,,,,,,,,,,
Florida 800,Florida 800 - Centro,$,6300,,,,,$3.598,,,,,,,40años,
Montevideo 1500,Montevideo 1500 - Recoleta,$,7900,,21m²,,,,,,,,,,,
Gral M De Azcuenaga 2000,Gral M De Azcuenaga 2000 - Recoleta,$,270000,,,,,,,,,,,,,
Av Corrientes 600,Av Corrientes 600 - San Nicolás,USD,15000,,400m²,,,,,,,,,,10años,
Tacuari 200,Tacuari 200 - Microcentro,$,15000,,60m²,2,,$900,,Contrafrente,,,,Departamento,40años,
Gral Juan Jose Viamonte 1300,Gral Juan Jose Viamonte 1300 - Centro,$,65000,,156m²,,,,,,,,,,,
San Lorenzo 3500,San Lorenzo 3500 - Olivos,$,330000,,1900m²,,,,,,,,,,,
Corrientes 1900,"Corrientes 1900, 7° piso - Centro",$,6300,,,,,,,,,,,Departamento,,
MENDOZA al 2500,MENDOZA al 2500 - Belgrano,$,24000,,,,,$3.800,,,,,,,30años,
Av F De Olazabal 4800,"Av F De Olazabal 4800, 5° piso - Villa Urquiza",$,17000,6m²,48m²,1,,NoIncluidas,,Contrafrente,,,,Departamento,8años,Si
Olazabal 1700 esquina Camino Real Morón,Olazabal 1700 esquina Camino Real Morón - Boulogne,$,30000,20m²,300m²,,,,,,,,,,,
Ing Enrique Butty 200,Ing Enrique Butty 200 - Catalinas,USD,10500,,,,,,,,,,,,6años,
GUEMES al 3300,GUEMES al 3300 - Palermo,$,28000,7m²,55m²,1,,$6.555,,Frente,,,1,,5años,
Paraguay 1400,"Paraguay 1400, 6° piso - Rosario",$,5900,,,Monoambiente,,,,,,,,Departamento,,
Zavalia al 2000,Zavalia al 2000 - Belgrano Barrancas,USD,2200,,170m²,3,,$23.000,,Frente,,,1,,35años,
BLANCO ENCALADA al 2900,BLANCO ENCALADA al 2900 - Belgrano,$,18000,7m²,58m²,2,,$6.500,,Frente,,,,,10años,
Av Del Libertador 4900,Av Del Libertador 4900 - Las Cañitas,USD,3000,30m²,200m²,3,,,,Frente,,,,Piso,25años,
Austria 1800,Austria 1800 - Palermo,$,38000,,,,,,,,,,,,20años,
Dr L Pasteur 600,Dr L Pasteur 600 - Centro,$,60000,,250m²,,,,,,,,,,10años,
Tacuari 200,"Tacuari 200, 7° piso - Centro",$,15000,,,,,$2.500,,,,,,Departamento,,
M Salotti 400,M Salotti 400 - Puerto Madero,USD,3500,,178m²,2,,,,Frente,,,1,Departamento,10años,Si
Mexico 100,Mexico 100 - Puerto Madero,USD,19000,,,,,,,,,,20,,,
Av. don pedro de mendoza 600,Av. don pedro de mendoza 600 - Boca,$,270000,,,,,,,,,,,,,
Av J De Garay 2800,Av J De Garay 2800 - Parque Patricios,'],,,2000m²,,,,,,,,,,1años,
Cnel J Pringles 2300,"Cnel J Pringles 2300, 1° piso - Ramos Mejia Sur",$,6900,9m²,30m²,Monoambiente,,NoPaga,,Frente,,,,Departamento,15años,
Azcuenaga 700,"Azcuenaga 700, 1° piso - Once",$,53000,,261m²,9,,Incluidas,,Frente,,,,,80años,
av. 7 esq. av 48,av. 7 esq. av 48 - La Plata,$,130000,,50m²,,,,,,,,,,,
9 De Julio 3500,9 De Julio 3500 - La Perla Sur,USD,10000,,,,,$1.000,,,,,1,,,
SAN MARTIN al 500,SAN MARTIN al 500 - Microcentro,$,14500,,,,,$3.757,,,,,,,50años,
Av Cabildo 2400,Av Cabildo 2400 - Belgrano,$,250000,,613m²,,,,,,,,,,1años,
Gral Bme Mitre (A) 600,Gral Bme Mitre (A) 600 - Rosario,$,5500,,,,,,,,,,,Departamento,,
Lola Mora 400,Lola Mora 400 - Puerto Madero,USD,6300,,,,,,,,,,2,,,
HONDURAS al 5600,HONDURAS al 5600 - Palermo Hollywood,$,20000,,55m²,2,,$3.500,,Contrafrente,,,,,20años,
Av O Lagos 5100,Av O Lagos 5100 - Rosario,$,18000,,,,,,,,,,,,,
Gurruchaga 800,Gurruchaga 800 - Palermo,$,110000,,120m²,,,,,,,,,,,
Ing Antonio Arcos 1900,Ing Antonio Arcos 1900 - Belgrano,USD,4000,30m²,320m²,4,,,,Frente,,,2,Departamento,30años,Si
CIUDAD DE LA PAZ al 1300,CIUDAD DE LA PAZ al 1300 - Colegiales,$,20000,10m²,70m²,2,,$6.300,,Frente,,,,,50años,
Domingo F Sarmiento 1500,Domingo F Sarmiento 1500 - San Nicolás,$,45000,,300m²,,,$5.000,,,,,,,,
VIAMONTE 1600,VIAMONTE 1600 - Centro,$,150000,,370m²,,,,,,,,,,50años,
,- Palermo,$,60000,,160m²,,,,,,,,,,20años,
Junin 1000,Junin 1000 - Boulogne,$,18000,70m²,350m²,,,,,,,,,,,
San Benito de Palermo al 1500,San Benito de Palermo al 1500 - Palermo,$,21500,,101m²,2,,$6.000,,Frente,,,,,50años,
Av Santa Fe 1600,"Av Santa Fe 1600, 5° piso - Recoleta",$,22000,8m²,110m²,2,,$6.800,,Contrafrente,,,,Departamento,48años,
Dragones 2200,Dragones 2200 - Belgrano,USD,2000,10m²,84m²,2,,,,Contrafrente,,,1,Departamento,8años,Si
AGUERO al 1500,AGUERO al 1500 - Barrio Norte,$,18000,,,,,$5.400,,,,,,,,Si
Perito F P Moreno 300,"Perito F P Moreno 300, pb piso - Canning",'],,1226m²,1226m²,,,,,,,,,,5años,
AV LIBERTADOR al 6200,AV LIBERTADOR al 6200 - Belgrano,USD,1400,,,,,$15.000,,,,,1,,15años,
Avenida Federico Lacroze al 2500,Avenida Federico Lacroze al 2500 - Belgrano,$,35000,,,,,$900,,,,,,,30años,
Tte Cnel J P Giribone 2300,"Tte Cnel J P Giribone 2300, 1° piso - Villa Urquiza",$,25000,8m²,100m²,2,,NoIncluidas,,Contrafrente,,,,,35años,
Manuel Ugarte al 1500,Manuel Ugarte al 1500 - Nuñez,$,16500,,48m²,1,,$4.300,,Frente,,,,,,
Av B Rivadavia 5700,Av B Rivadavia 5700 - Caballito,'],,,1557m²,,,,,,,,,,1años,
El Aljibe. Cod: 10750,El Aljibe. Cod: 10750 - Manzanares,$,22000,,120m²,3,,,,,,,1,Casa,,
CARLOS TEJEDOR 5300,CARLOS TEJEDOR 5300 - Caseros,$,20000,,280m²,,,,,,,,,,,
Av. don pedro de mendoza 600,Av. don pedro de mendoza 600 - Boca,$,60000,,,,,,,,,,,,,
Amenabar al 1000,Amenabar al 1000 - Belgrano,$,22000,,70m²,2,,$5.000,,Frente,,,1,,18años,
Dg 74 y 27,"Dg 74 y 27 , PB piso - Parque Castelli",$,8500,12m²,45m²,1,,NoPaga,,Interno,,,,Departamento,40años,
Av Cnel M Dorrego 800,"Av Cnel M Dorrego 800, 24° piso - Villa Crespo",$,14800,2m²,43m²,1,,$4.000,,Frente,,,1,Departamento,20años,
LA PAMPA al 4200,LA PAMPA al 4200 - Villa Urquiza,$,13455,6m²,34m²,1,,$2.800,,Contrafrente,,,,,1años,Si
Sinclair 3000,Sinclair 3000 - Palermo,USD,3000,10m²,155m²,3,,,,Frente,,,1,Departamento,8años,Si
Av. Del Libertador 2600,Av. Del Libertador 2600 - Recoleta,$,225000,,300m²,,,,,,,,,,,
A Villaflor 500,A Villaflor 500 - Puerto Madero,USD,9000,7m²,185m²,3,,,,Contrafrente,,,3,Departamento,7años,Si
G Espinosa 2400,"G Espinosa 2400, 12° piso - Paternal",$,11000,"2,94m²",38m²,Monoambiente,,NoIncluidas,,Frente,,,,Departamento,,
España (A) 3600,España (A) 3600 - Rosario,$,130000,,2729m²,,,,,,,,,,25años,
Av San Juan 2800,Av San Juan 2800 - San Cristobal,$,40000,,118m²,,,,,,,,,,60años,
C Larralde 5300,C Larralde 5300 - Villa Urquiza,'],,,,,,,,,,,,,,
Virrey Liniers 100,Virrey Liniers 100 - Almagro,$,11000,,60m²,,,,,,,,,,,
C Pellegrini 1100,"C Pellegrini 1100, 1° piso - Plaza San Martín",$,16000,,,,,$5.800,,,,,,,50años,
Av J De Garay 2800,Av J De Garay 2800 - Parque Patricios,'],,,,,,,,,,,,,,
Yatay 1000,Yatay 1000 - Almagro,$,15000,,40m²,,,,,,,,,,,
Petrona Eyle 400,Petrona Eyle 400 - Puerto Madero,USD,2500,4m²,61m²,1,,NoIncluidas,,Frente,,,,Departamento,15años,Si
Combate de los Pozos 500,Combate de los Pozos 500 - Balvanera,$,36000,,250m²,,,,,,,,,,50años,
TUCUMAN al 900,TUCUMAN al 900 - San Nicolás,$,11000,,,,,,,,,,,,50años,
Juramento 5000,"Juramento 5000, 5° piso - Villa Urquiza",$,11000,"3,55m²","36,1m²",Monoambiente,,NoIncluidas,,Contrafrente,,,,Departamento,5años,
Gral Alvarez Condarco 900,Gral Alvarez Condarco 900 - Flores,'],,,1200m²,,,,,,,,,,,
Alicia Moreau de Justo 1120/50 2 al 200,Alicia Moreau de Justo 1120/50 2 al 200 - Puerto Madero,USD,1200,,90m²,1,,$9.500,,Contrafrente,,,1,,15años,
Jose B Gorostiaga 1600,Jose B Gorostiaga 1600 - Las Cañitas,$,79000,,120m²,,,,,,,,,,9años,
Av Castañares 4600,"Av Castañares 4600, pb piso - Villa Lugano",$,35000,,160m²,,,,,,,,,,15años,
Lafayette 1700,Lafayette 1700 - Barracas,$,640000,,3200m²,,,,,,,,,,,
Av Del Libertador 3800,Av Del Libertador 3800 - La Lucila Libertador / Rio,$,29900,,80m²,,,,,,,,,,,
VIAMONTE 1600,VIAMONTE 1600 - Centro,$,150000,,1000m²,,,,,,,,,,50años,
E Echeverria 5000,"E Echeverria 5000, 4° piso - Urquiza R",$,21000,6m²,70m²,2,,$2.600,4.50X2.40,Frente,,3.40x1.70,1,Departamento,6años,
LAVALLE 1300,LAVALLE 1300 - Centro,$,50000,,,,,,,,,,,,30años,
LA PAMPA al 4200,LA PAMPA al 4200 - Coghlan,$,13455,6m²,34m²,1,,$2.800,,Contrafrente,,,,,1años,Si
CIUDAD DE LA PAZ al 1300,CIUDAD DE LA PAZ al 1300 - Belgrano,$,20000,10m²,70m²,2,,$6.300,,Frente,,,,,50años,
WARNES al 1500,WARNES al 1500 - Villa Crespo,$,40000,,,,,,,,,,,,50años,
AV.CORDOBA 600,AV.CORDOBA 600 - Catalinas,$,15000,,,,,,,,,,,,40años,
Av Dr R Balbin 3100,Av Dr R Balbin 3100 - Coghlan,$,15000,,,,,$1.500,,,,,,,10años,
Av F Lacroze 1600,Av F Lacroze 1600 - Las Cañitas,$,53000,,32m²,,,,,,,,,,,
Humberto Primo 1800,"Humberto Primo 1800, 2° piso - San Cristobal",$,19000,,,2,,$3.500,,Frente,,,,Departamento,,
Av L N Alem 600,Av L N Alem 600 - Microcentro,$,16000,,,,,,,,,,,,,
CIUDAD DE LA PAZ al 300,CIUDAD DE LA PAZ al 300 - Belgrano,$,17500,4m²,63m²,2,,$3.200,,Contrafrente,,,,,30años,
Talcahuano 400,"Talcahuano 400, 7° piso - Tribunales",$,30000,,,,,$7.900,,,,,,,15años,
Av C Vidal 2600,"Av C Vidal 2600, 3° piso - Belgrano",$,25000,"13,86m²","88,98m²",3,,,,Contrafrente,,,1,Departamento,30años,
ACONCAGUA 5800,ACONCAGUA 5800 - Liniers,$,40000,16m²,55m²,2,,,,,,,,Casa,25años,
Echeverria al 2500,Echeverria al 2500 - Belgrano C,$,14500,,47m²,1,,$3.500,,Frente,,,,,15años,
Nave Industrial Parque Industrial Privado San Vicente 10423,Nave Industrial Parque Industrial Privado San Vicente 10423 - San Vicente,$,110000,1712m²,2400m²,,,,,,,,,,,
RIOBAMBA 1000,"RIOBAMBA 1000, 2° piso - Rosario",$,6800,,,1,,,,,,,,Departamento,,
Av. Segurola 400,Av. Segurola 400 - Floresta,$,95000,,890m²,,,,,,,,,,,
Rep De Nicaragua 4500,Rep De Nicaragua 4500 - Palermo Hollywood,USD,2500,20m²,90m²,2,,NoPaga,,,,,,Departamento,,
Av Dr P Goyena 400,Av Dr P Goyena 400 - Caballito,$,15000,,27m²,,,$1.300,,,,,,,,
Esmeralda 100,Esmeralda 100 - Microcentro,USD,4000,,,,,,,,,,,,30años,
Maipu 400,"Maipu 400, PB piso - Microcentro",$,6000,,24m²,,,,,,,,,,43años,
17 De Octubre 0,17 De Octubre 0 - Ushuaia,$,150000,3400m²,345m²,,,,,,,,,,,
Tronador 100,Tronador 100 - Chacarita,'],,,1800m²,,,,,,,,,,5años,
SAN MARTIN al 500,SAN MARTIN al 500 - Retiro,$,14500,,,,,$3.757,,,,,,,50años,
Azcuenaga 700,"Azcuenaga 700, 1° piso - Barrio Norte",$,53000,,261m²,9,,Incluidas,,Frente,,,,,80años,
Ciudad De La Paz 3700,"Ciudad De La Paz 3700, 6° piso - Nuñez",$,14500,3m²,43m²,1,,$1.650,,Frente,,,,Departamento,15años,
LAVALLE 1300,LAVALLE 1300 - Tribunales,$,50000,,,,,,,,,,,,22años,
Nave Industrial Parque Industrial Privado San Vicente,Nave Industrial Parque Industrial Privado San Vicente - San Vicente,$,80000,1712m²,1600m²,,,,,,,,,,,
PARANA 500 3º,PARANA 500 3º - San Nicolás,$,3500,,,,,$800,,,,,,,70años,
Tte Gral Juan D Peron 3700,Tte Gral Juan D Peron 3700 - Almagro,$,16000,,34m²,,,$1.250,,,,,,,30años,
Tacuari 1700,Tacuari 1700 - San Telmo,'],,,2500m²,,,,,,,,,,,
Av B Rivadavia 5700,Av B Rivadavia 5700 - Caballito,'],,,,,,,,,,,,,,
CARLOS PELLEGRINI 800,"CARLOS PELLEGRINI 800, 10° piso - Barrio Norte",$,80000,,,,,,,,,,,,20años,
Fitz Roy 2000,Fitz Roy 2000 - Palermo,USD,5500,,263m²,,,,,,,,,,,
Venezuela 1900,Venezuela 1900 - Monserrat,$,36000,,250m²,,,,,,,,,,50años,
San Lorenzo,San Lorenzo - Olivos,USD,20000,,1900m²,,,,,,,,,,,
"ALVEAR, MARCELO T. DE 2000","ALVEAR, MARCELO T. DE 2000 - Barrio Norte",$,50000,,,30,,,,,,,,Casa,,
Belgrano 2000,Belgrano 2000 - Salta,$,13500,,110m²,3,,NoIncluidas,,,,,,Departamento,,
austria al 1800,austria al 1800 - Barrio Norte,$,26000,,90m²,3,,$6.500,,Frente,,,,,40años,
Av. ALICIA M. DE JUSTO 700,"Av. ALICIA M. DE JUSTO 700, 3° piso - Puerto Madero",USD,1400,,,,,,,,,,1,,20años,
C Larralde 5300,C Larralde 5300 - Villa Urquiza,'],,,3100m²,,,,,,,,,,1años,
Sarmiento 600,Sarmiento 600 - Microcentro,$,14500,,36m²,1,,,,Lateral,,,,Departamento,10años,
"ALVEAR, MARCELO T. DE 2000","ALVEAR, MARCELO T. DE 2000 - Barrio Norte",$,50000,,,,,,,,,,,,,
Av. 9 de Julio 600,Av. 9 de Julio 600 - Monserrat,$,42000,,,,,$10.000,,,,,,,2años,Si
VIAMONTE 1600,VIAMONTE 1600 - Tribunales,$,150000,,370m²,,,,,,,,,,50años,
J M Serrano 800,J M Serrano 800 - Villa Crespo,$,23000,,45m²,,,,,,,,,,20años,
A De Vedia 2900,A De Vedia 2900 - Pompeya,$,59000,,600m²,,,,,,,,,,,
Av. De Los Constituyentes 2900,Av. De Los Constituyentes 2900 - Chacarita,'],,10000m²,30000m²,,,,,,,,,,,
Hipotlito Yrigoyen 500,"Hipotlito Yrigoyen 500, 1 ° piso - Monserrat",$,80000,,,,,,,,,,,,,
lola mora 400,lola mora 400 - Puerto Madero,USD,5300,,,,,,,,,,2,,,
Azcuenaga 700,"Azcuenaga 700, 1° piso - Balvanera",$,53000,,261m²,9,,Incluidas,,Frente,,,,,80años,
"LACARRA, AVDA. 1200","LACARRA, AVDA. 1200 - Avellaneda",$,25000,50m²,200m²,,,,,,,,,,,
"AV. YRIGOYEN, HIPOLITO 1400","AV. YRIGOYEN, HIPOLITO 1400 - Congreso",USD,2600,,,,,,,,,,,,40años,
D Matheu 1100,"D Matheu 1100, 2° piso - San Cristobal",$,22000,8m²,92m²,3,,$1.000,3,Frente,,2,1,Departamento,30años,
Monroe 4500,"Monroe 4500, 4° piso - Villa Urquiza",$,12000,2m²,37m²,Monoambiente,,$2.000,,Contrafrente,,,,Departamento,,
Parana 1000,Parana 1000 - Centro,USD,20000,,,,,,,,,,,,,
Yatay 1000,Yatay 1000 - Almagro,USD,15000,,40m²,,,,,,,,,,,
Av Dr Juan Bautista Justo 3600,Av Dr Juan Bautista Justo 3600 - Paternal,$,11900,,,,,$1.100,,,,,,,15años,
Av Santa Fe 4900,"Av Santa Fe 4900, 2° piso - Palermo",$,10000,,,,,,,,,,,,62años,
Montevideo 700,Montevideo 700 - Microcentro,$,17900,,83m²,,,$5.650,,,,,,,80años,
Francisco De Caldas 1500,"Francisco De Caldas 1500, 2° piso - Villa Ortuzar",$,14000,9m²,58m²,2,,NoIncluidas,Ladrillo,Frente,,MuyBueno,,Departamento,"1,85x1,65",
VIAMONTE 1600,VIAMONTE 1600 - Tribunales,$,150000,,1000m²,,,,,,,,,,50años,
CARLOS CALVO 1500,CARLOS CALVO 1500 - Constitucion,$,10000,6m²,51m²,1,,$3.558,,Frente,,,,,3años,
LAVALLE 1300,LAVALLE 1300 - Congreso,$,50000,,,,,,,,,,,,22años,
Av. Del Libertador 2600,Av. Del Libertador 2600 - Palermo,$,225000,,300m²,,,,,,,,,,,
AGUERO al 1500,AGUERO al 1500 - Barrio Norte,$,18000,,,,,$5.400,,,,,,,1años,
FLORIDA 500,"FLORIDA 500, 13° piso - Centro",$,50000,,,,,,,,,,,,,
CANTILO E/ CNO. CENTENARIO Y 13 A 0,CANTILO E/ CNO. CENTENARIO Y 13 A 0 - City Bell,+ $ de expensas'],550,,72m²,,,$550,,,,,,,12años,
SANTA FE AV. 1500,"SANTA FE AV. 1500, 1° piso - Recoleta",$,100000,,,,,,,,,,,,45años,
131 Y 520,131 Y 520 - Jose Hernandez,'],,,3200m²,,,,,,,,,,,
Av. del Libertador 700,Av. del Libertador 700 - Vicente Lopez Vias / Rio,USD,15000,,970m²,,,,,,,,,,10años,
TUCUMAN al 900,TUCUMAN al 900 - Centro,$,11000,,,,,,,,,,,,50años,
Mendoza 2700,Mendoza 2700 - Belgrano,$,14000,,,,,$1.500,,,,,,,,
Balbin 3600,"Balbin 3600, 1° piso - Saavedra",$,15500,5m²,53m²,1,,NoIncluidas,,Contrafrente,,,,Departamento,,
Nave Industrial Parque Industrial Privado San Vicente 10423,Nave Industrial Parque Industrial Privado San Vicente 10423 - San Vicente,$,80000,1712m²,1600m²,,,,,,,,,,,
MAIPU 300,"MAIPU 300, 12° piso - Centro",$,25000,,,,,,,,,,1,,20años,
MORENO 400,"MORENO 400, 10° piso - Monserrat",USD,4500,,,,,,,,,,4,,20años,
MORENO 400,"MORENO 400, 3° piso - Monserrat",USD,1870,,,,,,,,,,4,,20años,
lola mora 400,lola mora 400 - Puerto Madero,USD,5500,,,,,,,,,,,,,
Av Santa Fe 2800,Av Santa Fe 2800 - Palermo,USD,1000,,,,,,,,,,,,,Si
VIAMONTE 1600,VIAMONTE 1600 - Barrio Norte,$,150000,,370m²,,,,,,,,,,50años,
Dr L Pasteur 600,Dr L Pasteur 600 - Balvanera,$,60000,,250m²,,,,,,,,,,10años,
ECUADOR al 500,ECUADOR al 500 - Balvanera,$,25000,,,,,,,,,,,,20años,
SUCRE al 3000,SUCRE al 3000 - Belgrano,$,23000,8m²,93m²,2,,$9.137,,Frente,,,1,,20años,
Camino Red sec. Provincial 2600,Camino Red sec. Provincial 2600 - Rio Lujan,$,6000,,41m²,,,,,,,,,,,
San Lorenzo 2300,San Lorenzo 2300 - Centro,$,50000,,150m²,,,$2.000,,,,,,,,
63 e/ 1 y 2,"63 e/ 1 y 2 , 6° piso - La Plata",$,8800,,57m²,1,,,,,,,,Departamento,4años,
Av Gral Las Heras 3600,"Av Gral Las Heras 3600, 2° piso - Palermo",$,45000,55m²,125m²,3,,$8.000,,Frente,,,1,Departamento,32años,
AGUERO al 1500,AGUERO al 1500 - Barrio Norte,$,18000,,40m²,Monoambiente,,$5.400,,,,,,,,
Pellegrini 5100,Pellegrini 5100 - General San Martin,$,32000,,500m²,,,,,,,,,,30años,
Formosa 2200,Formosa 2200 - Merlo Norte,$,6000,,,,,,,,,,,Departamento,,
Mitre 1200,Mitre 1200 - Acassuso Libertador / Solis,USD,3600,,404m²,4,,,,,,,2,Casa,,
Av Gral Las Heras 3600,"Av Gral Las Heras 3600, 2° piso - Parque Las Heras",$,45000,55m²,125m²,3,,$8.000,,Frente,,,1,Departamento,32años,
Montevideo 700,Montevideo 700 - Tribunales,$,17900,,83m²,,,$5.650,,,,,,,80años,
Belgrano esquina Jose Ingenieros,Belgrano esquina Jose Ingenieros - Carapachay,$,8000,,40m²,,,,,,,,,,,
Gelly Obes 1300,"Gelly Obes 1300, PB piso - Villa Sarmiento",$,13000,,55m²,2,,$2.000,,Contrafrente,,,1,Departamento,10años,
Mendoza 4500,Mendoza 4500 - Rosario,$,40000,,300m²,,,,,,,,,,,
Pavón 2500,Pavón 2500 - San Cristobal,$,80000,,287m²,,,,,,,,,,40años,
Pje Santa Rosa 5100,Pje Santa Rosa 5100 - Palermo Viejo,$,55000,,,,,,,,,,1,,20años,
Corrientes 1700,Corrientes 1700 - Martinez Fleming / Panamericana,$,45000,,290m²,,,,,,,,,,,
O Cossettini 1500,O Cossettini 1500 - Puerto Madero,USD,15000,,925m²,,,,,,,,,,,
HONDURAS al 5600,HONDURAS al 5600 - Palermo,$,20000,,55m²,2,,$3.500,,Contrafrente,,,,,20años,
ALSINA al 1200,ALSINA al 1200 - Monserrat,USD,12000,,,,,,,,,,,,,
QUINTANA 500,QUINTANA 500 - Recoleta,+ $. de expensas'],13318,,480m²,,,$13.318,,,,,,,,
MARIANO ACHA al 4100,MARIANO ACHA al 4100 - Saavedra,$,15000,4m²,34m²,1,,$1.400,,Frente,,,,,20años,
LAVALLE 1300,LAVALLE 1300 - Congreso,$,50000,,,,,,,,,,,,22años,
,- Rosario,$,14000,,,,,,,,,,,Casa,,
Montevideo 2440,"Montevideo 2440 , 18° piso - Rosario",$,22000,,,3,,,,,,,2,Departamento,,
Entre Rios 2400,Entre Rios 2400 - Plaza Mitre,$,7500,,40m²,,,,,,,,,,4años,
Billinghurst 1400,Billinghurst 1400 - Barrio Norte,$,19500,,,,,$3.500,,,,,,,45años,
C Pellegrini 1100,"C Pellegrini 1100, 1° piso - Retiro",$,16000,,,,,$5.800,,,,,,,50años,
AV CABILDO al 1800,AV CABILDO al 1800 - Belgrano,$,15000,,,,,,,,,,,,20años,
Hipotlito Yrigoyen 500,"Hipotlito Yrigoyen 500, 1 ° piso - Centro",$,80000,,,,,,,,,,,,,
Av Dr P Goyena 600,"Av Dr P Goyena 600, 3° piso - Caballito",$,30000,5m²,95m²,3,,$6.000,,Frente,,,,Departamento,4años,
Av. Cabildo 3900,Av. Cabildo 3900 - Nuñez,$,14900,,36m²,1,,$3.600,,Frente,,,1,,,
Eva Peron - Ruta Nacional 8 8900,Eva Peron - Ruta Nacional 8 8900 - Loma Hermosa,$,85000,,1000m²,,,,,,,,,,,
Domingo F Sarmiento 1500,Domingo F Sarmiento 1500 - Centro,$,25000,,,,,,,,,,,,20años,
Albarellos 1700,"Albarellos 1700, 13° piso - Martinez Vias / Santa Fe",$,23000,4m²,80m²,2,,NoIncluidas,,Contrafrente,,,1,Semipiso,20años,
C Pellegrini 1100,"C Pellegrini 1100, 1° piso - Plaza San Martín",$,16000,,,,,$5.800,,,,,,,50años,
Av Cabildo 500,"Av Cabildo 500, PB piso - Belgrano",$,28000,,,,,,,,,,,,60años,
SUCRE al 3000,SUCRE al 3000 - Colegiales,$,23000,8m²,93m²,2,,$9.137,,Frente,,,1,,20años,
Avellaneda 1200,Avellaneda 1200 - Cofico,$,5000,,36m²,,,,,,,,,,,
Defensa 100,"Defensa 100, 10° piso - Microcentro",$,90000,,,,,$27.000,,,,,,,40años,
Caseros 2100,"Caseros 2100, 4° piso - Centro",$,8000,,,1,,$1.700,,Frente,,,,Departamento,20años,
Juramento 5500,Juramento 5500 - Villa Urquiza,$,9000,,25m²,,,,,,,,,,,
Av Asamblea 1300,Av Asamblea 1300 - Parque Chacabuco,$,19000,,,2,,,,Frente,,,1,Departamento,,
Peru 800,Peru 800 - San Telmo,$,40000,,230m²,,,,,,,,,,40años,
Cuba 3700,"Cuba 3700, PB piso - Nuñez",$,20000,,,,,,,,,,,,,
Viamonte 500,Viamonte 500 - San Nicolás,USD,1300,,33m²,,,,,,,,,,35años,
Av Del Libertador 2600,Av Del Libertador 2600 - Palermo Chico,USD,3300,,240m²,2,,NoIncluidas,,Frente,,,1,Departamento,,
Av Pres Bartolome Mitre 900,Av Pres Bartolome Mitre 900 - Avellaneda,$,69000,,110m²,,,,,,,,,,80años,
Av Pte H Yrigoyen 4000,Av Pte H Yrigoyen 4000 - Florida Belgrano/Oeste,$,35000,,303m²,,,,,,,,,,,
Av Gral Las Heras 1800,Av Gral Las Heras 1800 - Recoleta,$,65000,,65m²,,,,,,,,,,5años,
Jose A Capdevila 2800,"Jose A Capdevila 2800, 5° piso - Villa Urquiza",$,10000,3m²,30m²,Monoambiente,,,3X1,Contrafrente,,,,Departamento,4años,
146 y 47,146 y 47 - La Plata,$,35000,450m²,187m²,3,,,,,,,3,Casa,10años,
Quirno Costa al 1200,Quirno Costa al 1200 - Barrio Norte,$,12500,,39m²,1,,$3.000,,Frente,,,,,40años,
FLORIDA 15,FLORIDA 15 - Centro,$,14000,,,,,$6.216,,,,,1,,50años,
Fitz Roy 2000,Fitz Roy 2000 - Palermo Hollywood,$,2400,,,,,,,,,,,,,
San Benito de Palermo al 1500,San Benito de Palermo al 1500 - Belgrano,$,21500,,101m²,2,,$6.000,,Frente,,,,,50años,
PARANA 500 3º,PARANA 500 3º - Centro,$,3500,,,,,$800,,,,,,,70años,
529 entre 132 y 133,"529 entre 132 y 133 , PB piso - La Plata",$,12000,,,2,,,,,,,,Casa,,
Domingo F Sarmiento 1500,Domingo F Sarmiento 1500 - Centro,$,45000,,300m²,,,$5.000,,,,,,,,
Pres Jose E Uriburu 1300,Pres Jose E Uriburu 1300 - Recoleta,$,30000,,39m²,,,$5.500,,,,,,,50años,
Libertador al 7800,Libertador al 7800 - Nuñez,$,38000,,,,,$4.300,,,,,,,6años,
J De Amenabar 1900,"J De Amenabar 1900, 3° piso - Belgrano",$,11500,,42m²,1,,$2.500,,Contrafrente,,,,Departamento,50años,
José Hernández al 1400,José Hernández al 1400 - Belgrano,$,15000,,37m²,Monoambiente,,$4.500,,Contrafrente,,,1,,6años,
AV LUIS MARIA CAMPOS 1000,AV LUIS MARIA CAMPOS 1000 - Belgrano,USD,2700,,,,,$4.100,,,,,1,,15años,
B. Mitre 700,B. Mitre 700 - Microcentro,$,80000,,,,,$18.000,,,,,1,,40años,
Gral Jose G Artigas 200,"Gral Jose G Artigas 200, 1° piso - Flores",$,10000,40m²,40m²,1,,Incluidas,,Contrafrente,,,,Departamento,5años,
